id, type, count, accessories
1000, Female, 3, Dark Hair / Rosy Cheeks / Cigarette
1001, Male, 3, Luxurious Beard / Peak Spike / Nerd Glasses
1002, Male, 1, Mohawk Dark
1003, Male, 2, Frumpy Hair / Nerd Glasses
1004, Female, 2, Messy Hair / Black Lipstick
1005, Male, 2, Purple Hair / Regular Shades
1006, Male, 2, Wild Hair / Regular Shades
1007, Male, 3, Vampire Hair / Earring / Regular Shades
1008, Male, 3, Luxurious Beard / Cap Forward / Earring
1009, Male, 2, Luxurious Beard / Cap
1010, Female, 3, Pink With Hat / Classic Shades / Earring
1011, Female, 2, Stringy Hair / Earring
1012, Male, 2, Mohawk Thin / Eye Patch
1013, Male, 2, Fedora / Clown Eyes Green
1014, Male, 2, Luxurious Beard / Cap Forward
1015, Female, 2, Messy Hair / Silver Chain
1016, Male, 4, Buck Teeth / Horned Rim Glasses / Normal Beard / Headband
1017, Male, 3, Goat / Top Hat / Mole
1018, Male, 2, Front Beard / Top Hat
1019, Male, 3, Chinstrap / Headband / Regular Shades
1020, Male, 4, Stringy Hair / Cigarette / Gold Chain / Eye Patch
1021, Ape, 2, Cap / Eye Patch
1022, Male, 2, Mohawk Thin / Mole
1023, Female, 2, Headband / Hot Lipstick
1024, Female, 4, Hot Lipstick / Wild Hair / Earring / Clown Eyes Blue
1025, Male, 2, Bandana / Earring
1026, Male, 3, Clown Eyes Blue / Peak Spike / Mole
1027, Male, 3, Eye Mask / Hoodie / Handlebars
1028, Male, 2, Mohawk Thin / Big Shades
1029, Male, 2, Mustache / Horned Rim Glasses
1030, Male, 2, Muttonchops / Fedora
1031, Male, 2, Cap Forward / Small Shades
1032, Female, 2, Straight Hair Dark / Nerd Glasses
1033, Female, 2, Messy Hair / Hot Lipstick
1034, Male, 4, Normal Beard Black / Hoodie / Big Shades / Earring
1035, Female, 2, Black Lipstick / Wild Hair
1036, Male, 2, Mohawk Thin / Classic Shades
1037, Female, 2, Orange Side / Blue Eye Shadow
1038, Female, 3, Wild Blonde / Regular Shades / Purple Lipstick
1039, Female, 3, Messy Hair / Hot Lipstick / Clown Eyes Blue
1040, Female, 2, Earring / Mohawk Dark
1041, Female, 4, Vape / Mohawk / Purple Eye Shadow / Hot Lipstick
1042, Female, 2, Classic Shades / Half Shaved
1043, Female, 3, Tassle Hat / Regular Shades / Purple Lipstick
1044, Male, 2, Normal Beard / VR
1045, Male, 2, Earring / Shaved Head
1046, Female, 3, Hot Lipstick / Wild Blonde / Earring
1047, Male, 1, Mohawk Dark
1048, Male, 2, Stringy Hair / Front Beard Dark
1049, Male, 2, Crazy Hair / Smile
1050, Female, 0, 
1051, Female, 3, Mole / Tassle Hat / Hot Lipstick
1052, Female, 3, Bandana / Purple Lipstick / Earring
1053, Male, 3, Cap Forward / Nerd Glasses / Big Beard
1054, Male, 3, Stringy Hair / Earring / Goat
1055, Female, 3, Horned Rim Glasses / Hot Lipstick / Wild Blonde
1056, Male, 2, Peak Spike / Handlebars
1057, Male, 2, Messy Hair / Front Beard Dark
1058, Male, 2, Normal Beard Black / Headband
1059, Male, 3, Frumpy Hair / Big Shades / Earring
1060, Male, 2, Eye Mask / Cowboy Hat
1061, Male, 2, Messy Hair / Classic Shades
1062, Male, 3, Cigarette / Shadow Beard / Crazy Hair
1063, Male, 2, Peak Spike / Shadow Beard
1064, Male, 2, Front Beard / Wild Hair
1065, Female, 2, Crazy Hair / Earring
1066, Male, 2, Frumpy Hair / Small Shades
1067, Male, 3, Front Beard / Horned Rim Glasses / Mohawk
1068, Male, 2, Mohawk / Big Beard
1069, Male, 1, Cap
1070, Female, 2, Pink With Hat / Earring
1071, Female, 2, Stringy Hair / Purple Lipstick
1072, Male, 3, Stringy Hair / Eye Mask / Chinstrap
1073, Female, 3, Purple Lipstick / Mohawk Dark / Clown Eyes Blue
1074, Male, 2, Normal Beard Black / Cowboy Hat
1075, Male, 4, Cap / Big Shades / Chinstrap / Earring
1076, Female, 2, Half Shaved / Clown Eyes Blue
1077, Male, 2, Mustache / Mohawk Dark
1078, Male, 2, Eye Mask / Hoodie
1079, Male, 1, Purple Hair
1080, Male, 2, Hoodie / Classic Shades
1081, Female, 3, Blue Eye Shadow / Frumpy Hair / Cigarette
1082, Female, 1, Wild Blonde
1083, Female, 3, Straight Hair Blonde / VR / Earring
1084, Male, 2, Nerd Glasses / Shaved Head
1085, Male, 3, Cigarette / Big Shades / Mohawk Dark
1086, Female, 1, Blonde Short
1087, Female, 2, Mole / Frumpy Hair
1088, Male, 3, Clown Nose / Classic Shades / Shaved Head
1089, Male, 2, Chinstrap / Knitted Cap
1090, Female, 2, Mohawk Thin / Purple Lipstick
1091, Male, 2, Vampire Hair / Clown Eyes Blue
1092, Female, 3, Spots / Blonde Short / Cigarette
1093, Male, 4, Buck Teeth / Peak Spike / Mustache / Small Shades
1094, Male, 3, Hoodie / Chinstrap / Classic Shades
1095, Male, 3, Frumpy Hair / Luxurious Beard / Earring
1096, Female, 2, Black Lipstick / Mohawk Dark
1097, Male, 3, Frumpy Hair / Nerd Glasses / Mole
1098, Male, 2, Bandana / Earring
1099, Male, 1, Top Hat
1100, Male, 3, Vampire Hair / Frown / Nerd Glasses
1101, Male, 3, Messy Hair / Handlebars / Nerd Glasses
1102, Female, 4, Clown Nose / Black Lipstick / Straight Hair / Clown Eyes Blue
1103, Male, 2, Peak Spike / Nerd Glasses
1104, Male, 3, Messy Hair / Eye Mask / Earring
1105, Male, 3, Luxurious Beard / Gold Chain / Wild Hair
1106, Male, 3, Cigarette / Luxurious Beard / Peak Spike
1107, Female, 2, Hot Lipstick / Mohawk Dark
1108, Male, 2, Luxurious Beard / Hoodie
1109, Male, 2, Mohawk Thin / Small Shades
1110, Female, 4, Purple Eye Shadow / Wild Hair / Purple Lipstick / Earring
1111, Male, 3, Peak Spike / Shadow Beard / Silver Chain
1112, Male, 2, Bandana / Regular Shades
1113, Male, 4, Cigarette / Front Beard Dark / Knitted Cap / Eye Patch
1114, Male, 2, Chinstrap / Purple Hair
1115, Female, 2, Wild White Hair / Hot Lipstick
1116, Male, 2, Shadow Beard / Cowboy Hat
1117, Male, 3, Mohawk Thin / Shadow Beard / Horned Rim Glasses
1118, Male, 2, Cap Forward / Smile
1119, Zombie, 3, Shadow Beard / Do-rag / Eye Patch
1120, Female, 2, Hot Lipstick / Wild Hair
1121, Male, 2, Mohawk Thin / Big Shades
1122, Male, 2, Small Shades / Mohawk Dark
1123, Female, 3, Medical Mask / Straight Hair Blonde / 3D Glasses
1124, Male, 4, Handlebars / Earring / Nerd Glasses / Mohawk Dark
1125, Male, 2, Bandana / Big Shades
1126, Male, 3, Messy Hair / Chinstrap / VR
1127, Male, 2, Purple Hair / Big Beard
1128, Male, 2, Frumpy Hair / Shadow Beard
1129, Male, 3, Front Beard / Purple Hair / Vape
1130, Female, 2, Dark Hair / Nerd Glasses
1131, Male, 2, Cigarette / Cap Forward
1132, Male, 2, Big Shades / Wild Hair
1133, Male, 2, Frown / Mohawk Thin
1134, Male, 3, Wild Hair / Nerd Glasses / Goat
1135, Male, 3, Gold Chain / Earring / Shaved Head
1136, Male, 4, Muttonchops / Wild Hair / Earring / Small Shades
1137, Male, 3, Shadow Beard / Earring / Mohawk Dark
1138, Female, 3, Messy Hair / Cigarette / Nerd Glasses
